CRN,**Notes,Course,Title,SH,Course Type,Instructor,Meeting Dates,Days,Time,Location,Categories,Seats,Limit,Enroll,*Campus
12296,159,BIO 803-14,Grad Resrch Proj Ext,1,IND,,08-JAN-2018 to 25-APR-2018,,,,,10,10,0,M
12297,159,BIO 803-15,Grad Resrch Proj Ext,1,IND,Yashomati M. Patel,08-JAN-2018 to 25-APR-2018,,,,,9,10,1,M
12298,159,BIO 803-16,Grad Resrch Proj Ext,1,IND,David L. Remington,08-JAN-2018 to 25-APR-2018,,,,,9,10,1,M
12299,159,BIO 803-17,Grad Resrch Proj Ext,1,IND,Parke A. Rublee,08-JAN-2018 to 25-APR-2018,,,,,10,10,0,M
12300,159,BIO 803-18,Grad Resrch Proj Ext,1,IND,Olav Rueppell,08-JAN-2018 to 25-APR-2018,,,,,10,10,0,M
12301,159,BIO 803-19,Grad Resrch Proj Ext,1,IND,Malcolm D. Schug,08-JAN-2018 to 25-APR-2018,,,,,10,10,0,M
12302,159,BIO 803-20,Grad Resrch Proj Ext,1,IND,Robert H. Stavn,08-JAN-2018 to 25-APR-2018,,,,,10,10,0,M
12303,159,BIO 803-21,Grad Resrch Proj Ext,1,IND,Paul A. Steimle,08-JAN-2018 to 25-APR-2018,,,,,10,10,0,M
12304,159,BIO 803-22,Grad Resrch Proj Ext,1,IND,John E. Tomkiel Dean,08-JAN-2018 to 25-APR-2018,,,,,10,10,0,M
12305,159,BIO 803-23,Grad Resrch Proj Ext,1,IND,Gideon Wasserberg,08-JAN-2018 to 25-APR-2018,,,,,9,10,1,M
12868,159,BIO 803-24,Grad Resrch Proj Ext,1,IND,Tsz-Ki M. Tsui,08-JAN-2018 to 25-APR-2018,,,,,10,10,0,M
