Unnamed: 0,CRN,**Notes,Course,Title,SH,Course Type,Instructor,Meeting Dates,Days,Time,Location,Categories,Seats,Limit,Enroll,*Campus,Subject,Prerequisites,Score
921,10018,,HIS209-01,Tpcs:Pacific in Modern World,3,WEB,Eric O. Oakley,08-JAN-2018 to 25-APR-2018,,,,.GHP.GMO.GN.IGS,1,50,49,M,history,none,3
922,10019,,HIS211-01,The United States to 1865,3,LEC,Watson W. Jennison,08-JAN-2018 to 25-APR-2018,M W,1100-1150,BRYN 160,.GHP.GMO.WI,0,20,20,M,history,none,3
923,13901,,HIS211-02,The United States to 1865,3,LEC,Watson W. Jennison,08-JAN-2018 to 25-APR-2018,M W,1100-1150,BRYN 160,.GHP.GMO.WI,0,20,20,M,history,none,3
924,13902,,HIS211-03,The United States to 1865,3,LEC,Watson W. Jennison,08-JAN-2018 to 25-APR-2018,M W,1100-1150,BRYN 160,.GHP.GMO.WI,0,20,20,M,history,none,3
925,13903,,HIS211-04,The United States to 1865,3,LEC,Watson W. Jennison,08-JAN-2018 to 25-APR-2018,M W,1100-1150,BRYN 160,.GHP.GMO.WI,0,20,20,M,history,none,3
926,14642,,HIS211-05,The United States to 1865,3,LEC,Watson W. Jennison,08-JAN-2018 to 25-APR-2018,M W,1100-1150,BRYN 160,.GHP.GMO.WI,0,20,20,M,history,none,3
927,14643,,HIS211-06,The United States to 1865,3,LEC,Watson W. Jennison,08-JAN-2018 to 25-APR-2018,M W,1100-1150,BRYN 160,.GHP.GMO.WI,0,20,20,M,history,none,3
928,16072,,HIS211-07,The United States to 1865,3,LEC,Arlen M. Hanson,08-JAN-2018 to 25-APR-2018,T R,0800-0915,SOEB 202,.GHP.GMO,4,40,36,M,history,none,2
929,10020,,HIS212-01,The US Since 1865,3,LEC,Ethan A. Moore,08-JAN-2018 to 25-APR-2018,M W F,0800-0850,MHRA 1215,.GHP.GMO,28,40,12,M,history,none,2
930,10021,,HIS212-02,The US Since 1865,3,LEC,Kimberly M. Cheek,08-JAN-2018 to 25-APR-2018,M W F,1100-1150,BRYN 105,.GHP.GMO,-3,40,43,M,history,none,2
931,10022,,HIS212-03,The US Since 1865,3,LEC,Anderson R. Rouse,08-JAN-2018 to 25-APR-2018,M W,1530-1645,BRYN 132,.GHP.GMO,0,40,40,M,history,none,2
932,13904,,HIS212-04,The US Since 1865,3,LEC,Matthew A. Larson,08-JAN-2018 to 25-APR-2018,T R,0800-0915,MHRA 1214,.GHP.GMO,20,40,20,M,history,none,2
933,16875,,HIS213-01,Tpcs:Technology Amercn History,3,LEC,Lisa C. Tolbert,08-JAN-2018 to 25-APR-2018,T R,1530-1645,MHRA 1204,.GHP.WI,0,25,25,M,history,none,2
934,14645,,HIS216-01,Civilizations of Asia,3,LEC,James A. Anderson,08-JAN-2018 to 25-APR-2018,T R,1400-1515,MHRA 1215,.GHP.GMO.GN.IGS,3,58,55,M,history,none,3
935,10023,,HIS217-01,The World in the 20th Century,3,WEB,Mark A. Moser,08-JAN-2018 to 25-APR-2018,,,,.GHP.GMO.GN.IGS,0,47,47,M,history,none,3
936,17247,"29,30,141",HIS217-01D,The World in the 20th Century,3,WEB,Mark A. Moser,08-JAN-2018 to 25-APR-2018,,,,.GHP.GMO.GN.IGS,-10,0,10,D,history,none,3
937,13094,,HIS217-02,The World in the 20th Century,3,WEB,Hannah G. Shotwell,08-JAN-2018 to 25-APR-2018,,,,.GHP.GMO.GN.IGS,2,43,41,M,history,none,3
938,17381,"29,30,141",HIS217-02D,The World in the 20th Century,3,WEB,Hannah G. Shotwell,08-JAN-2018 to 25-APR-2018,,,,.GHP.GMO.GN.IGS,-7,0,7,D,history,none,3
939,14646,,HIS217-03,The World in the 20th Century,3,LEC,Christopher W. Davis,08-JAN-2018 to 25-APR-2018,T R,1700-1815,MHRA 1214,.GHP.GMO.GN.IGS,4,40,36,M,history,none,3
940,10024,,HIS218-01,The World in the 20th Century,3,LEC,David M. Wight,08-JAN-2018 to 25-APR-2018,T R,0930-1045,SOEB 224,.GHP.GMO.GN.IGS,0,58,58,M,history,none,3
941,16095,,HIS218-02,The World in the 20th Century,3,LEC,Matthew D. Hintz,08-JAN-2018 to 25-APR-2018,M W,1530-1645,BRYN 213,.GHP.GMO.GN.IGS,-2,40,42,M,history,none,3
942,13905,,HIS218-03,The World in the 20th Century,3,LEC,Brian W. Suttell,08-JAN-2018 to 25-APR-2018,M W F,0800-0850,MHRA 1214,.GHP.GMO.GN.IGS,23,40,17,M,history,none,3
943,17414,"29,30,141",HIS218-11D,The World in the 20th Century,3,WEB,Timothy M. Reagin,28-FEB-2018 to 25-APR-2018,,,,.GHP.GMO.GN,-2,50,52,D,history,none,2
944,15766,"29,30,105",HIS218-81D,The World in the 20th Century,3,WEB,Mark A. Moser,09-DEC-2017 to 18-JAN-2018,,,,.GHP.GMO.GN.IGS,2,50,48,D,history,none,3
945,10025,,HIS221-01,Medieval Legacy,3,LEC,Caitlin M. Saraphis,08-JAN-2018 to 25-APR-2018,T R,0930-1045,PETT 219,.GHP.GL.GPM,0,58,58,M,history,none,3
946,13364,,HIS222-01,Europe 1400-1789,3,LEC,Jodi E. Bilinkoff,08-JAN-2018 to 25-APR-2018,M W,1300-1350,BRYN 202,.GHP.GL.GPM,0,22,22,M,history,none,3
947,14185,,HIS222-02,Europe 1400-1789,3,LEC,Jodi E. Bilinkoff,08-JAN-2018 to 25-APR-2018,F,1200-1250,BRYN 106,.GHP.GL.GPM,1,22,21,M,history,none,3
948,10026,,HIS223-01,"European Revolutions,1789-1989",3,LEC,Jeff W. Jones,08-JAN-2018 to 25-APR-2018,T R,1100-1215,BRYN 212,.GHP.GL.GMO.IGS,5,50,45,M,history,none,3
949,16097,,HIS240-01,Latin America since 1810,3,LEC,Peter B. Villella,08-JAN-2018 to 25-APR-2018,T R,1100-1215,BRYN 213,.GHP.GMO.GN.IGS,4,50,46,M,history,none,3
950,10288,,HIS302-01,Race and Segregation,3,LEC,Watson W. Jennison,08-JAN-2018 to 25-APR-2018,M W,1400-1515,BRYN 202,.ADS.GMO,0,36,36,M,history,none,1
951,16098,,HIS320-01,"Hist of Mexico,Central America",3,LEC,Peter B. Villella,08-JAN-2018 to 25-APR-2018,T R,1400-1515,PETT 224,.GMO.GN.IGS,0,36,36,M,history,none,2
952,16099,,HIS323-01,American Indians and Nature,3,LEC,Warren G. O'Brien,08-JAN-2018 to 25-APR-2018,T R,1400-1515,MHRA 1214,.ENV.GHP.GN,1,43,42,M,history,none,1
954,16102,,HIS338-01,"Civl War, Reconstrctn, Reunion",3,LEC,Mark E. Elliott,08-JAN-2018 to 25-APR-2018,T R,1100-1215,SOEB 219,.SI,1,25,24,M,history,none,1
957,10289,,HIS347-01,History of North Carolina,3,LEC,Christine R. Flood,08-JAN-2018 to 25-APR-2018,W,1830-2120,MHRA 1210,.SI,4,25,21,M,history,none,1
962,10394,3,HIS391-01,Historical Skills and Methods,3,SEM,Thomas F. Jackson,08-JAN-2018 to 25-APR-2018,M W,1400-1515,MHRA 1204,.RI.WI,15,25,10,M,history,none,1
963,13395,3,HIS391-02,Historical Skills and Methods,3,SEM,Richard E. Barton,08-JAN-2018 to 25-APR-2018,T R,1230-1345,MHRA 2204,.RI.WI,0,25,25,M,history,none,1
964,13910,,HIS392-01,Holocaust History / Meaning,3,LEC,Joseph Ross,08-JAN-2018 to 25-APR-2018,T R,1830-1945,MHRA 2211,.GL.IGS,0,36,36,M,history,none,1
967,10960,"3,8",HIS430-01,Historcl Methds-Soc Stud Tchrs,3,LEC,Lisa C. Tolbert,08-JAN-2018 to 25-APR-2018,M W,1400-1515,BRYN 121,.WI,10,30,20,M,history,none,1
972,10395,"1,3",HIS511A-01,Sem His Rch Wrtng,3,SEM,Lisa C. Tolbert,08-JAN-2018 to 25-APR-2018,M,1830-2120,MHRA 1211,.SI.WI,3,20,17,M,history,none,2
973,16117,"1,3",HIS511C-01,Seminar in His Resrch / Wrtng,3,SEM,Linda M. Rupert,08-JAN-2018 to 25-APR-2018,T,1530-1820,MHRA 1209,.SI.WI,9,20,11,M,history,none,2
1081,10475,"3,168",MAT191-01,Calculus I,3,LEC,Dan Yasaki,08-JAN-2018 to 25-APR-2018,M W F,1400-1450,PETT 313,.GMT,-1,35,36,M,math,MAT151,2
1082,10476,"3,168",MAT191-02,Calculus I,3,LEC,Brett A. Tangedal,08-JAN-2018 to 25-APR-2018,M W F,1100-1150,PETT 223,.GMT,2,35,33,M,math,MAT151,2
1083,10477,"3,168",MAT191-03,Calculus I,3,LEC,Elliott Z. Hollifield,08-JAN-2018 to 25-APR-2018,T R,0930-1045,PETT 313,.GMT,8,35,27,M,math,MAT151,2
1084,13250,"3,168",MAT191-04,Calculus I,3,LEC,Carol E. Seaman,08-JAN-2018 to 25-APR-2018,T R,1100-1215,PETT 313,.GMT,10,35,25,M,math,MAT151,2
1085,15850,"3,168",MAT191-05,Calculus I,3,LEC,Carol E. Seaman,08-JAN-2018 to 25-APR-2018,T R,1400-1515,SULV 103,.GMT,5,35,30,M,math,MAT151,2
1122,10519,30,PHI111-01,Introduction to Philosophy,3,WEB,Frances Bottenberg,08-JAN-2018 to 25-APR-2018,,,,.GPR,0,59,59,M,philosophy,none,1
1123,17347,"29,30,141",PHI111-01D,Introduction to Philosophy,3,WEB,Frances Bottenberg,08-JAN-2018 to 25-APR-2018,,,,.GPR,-1,0,1,D,philosophy,none,1
1124,10520,,PHI111-02,Introduction to Philosophy,3,LEC,Frances Bottenberg,08-JAN-2018 to 25-APR-2018,T R,1100-1215,GRAM 308,.GPR,0,60,60,M,philosophy,none,1
1125,11451,,PHI111-03,Introduction to Philosophy,3,LEC,Gary Rosenkrantz,08-JAN-2018 to 25-APR-2018,T R,1530-1645,GRAM 302,.GPR,2,65,63,M,philosophy,none,1
1126,10536,30,PHI111-04,Introduction to Philosophy,3,WEB,Janine C. Jones,08-JAN-2018 to 25-APR-2018,,,,.GPR.WI,0,25,25,M,philosophy,none,2
1127,10537,30,PHI111-05,Introduction to Philosophy,3,WEB,Janine C. Jones,08-JAN-2018 to 25-APR-2018,,,,.GPR.WI,0,24,24,M,philosophy,none,2
1128,17222,"29,30,141",PHI111-05D,Introduction to Philosophy,3,WEB,Janine C. Jones,08-JAN-2018 to 25-APR-2018,,,,.GPR.WI,-1,0,1,D,philosophy,none,2
1131,10529,30,PHI121-01,Contemporary Moral Problems,3,WEB,Richard L. Gallimore,08-JAN-2018 to 25-APR-2018,,,,.GPR,-3,58,61,M,philosophy,none,1
1132,13775,"29,30,141",PHI121-01D,Contemporary Moral Problems,3,WEB,Richard L. Gallimore,08-JAN-2018 to 25-APR-2018,,,,.GPR,-7,0,7,D,philosophy,none,1
1133,11431,30,PHI121-02,Contemporary Moral Problems,3,WEB,Richard L. Gallimore,08-JAN-2018 to 25-APR-2018,,,,.GPR,-1,60,61,M,philosophy,none,1
1134,10541,30,PHI121-03,Contemporary Moral Problems,3,WEB,Richard L. Gallimore,08-JAN-2018 to 25-APR-2018,,,,.GPR,2,60,58,M,philosophy,none,1
1135,11432,30,PHI121-04,Contemporary Moral Problems,3,WEB,Michael Zimmerman,08-JAN-2018 to 25-APR-2018,,,,.GPR,4,59,55,M,philosophy,none,1
1136,17382,"29,30,141",PHI121-04D,Contemporary Moral Problems,3,WEB,Michael Zimmerman,08-JAN-2018 to 25-APR-2018,,,,.GPR,0,7,7,D,philosophy,none,1
1137,12999,,PHI121-05,Contemporary Moral Problems,3,LEC,Michael Zimmerman,08-JAN-2018 to 25-APR-2018,T R,1100-1215,PETT 150,.GPR,3,60,57,M,philosophy,none,1
1138,17233,,PHI121-06,Contemporary Moral Problems,3,LEC,Gaetano E. Milazzo,08-JAN-2018 to 25-APR-2018,T R,1700-1815,GRAM 106,.GPR,48,65,17,M,philosophy,none,1
1139,17230,,PHI121-07,Contemporary Moral Problems,3,LEC,Gaetano E. Milazzo,08-JAN-2018 to 25-APR-2018,T R,1530-1645,GRAM 106,.GPR,20,65,45,M,philosophy,none,1
1140,13681,"29,30,105",PHI121-81D,Contemporary Moral Problems,3,WEB,Gary Rosenkrantz,09-DEC-2017 to 18-JAN-2018,,,,.GPR,6,65,59,D,philosophy,none,1
1141,10527,,PHI220-01,Medical Ethics,3,LEC,Heather J. Gert,08-JAN-2018 to 25-APR-2018,T R,0930-1045,GRAM 204,.GPR,3,60,57,M,philosophy,none,1
1142,10528,,PHI220-02,Medical Ethics,3,LEC,Heather J. Gert,08-JAN-2018 to 25-APR-2018,T R,1100-1215,GRAM 204,.GPR,4,60,56,M,philosophy,none,1
1143,14315,,PHI222-02,Ethics in the Computer Age,3,LEC,Joseph W. Cole,08-JAN-2018 to 25-APR-2018,T R,0930-1045,SOEB 206,.GPR,-1,40,41,M,philosophy,none,3
1144,14314,,PHI222-03,Ethics in the Computer Age,3,LEC,Joseph W. Cole,08-JAN-2018 to 25-APR-2018,T R,1100-1215,SOEB 206,.GPR,0,40,40,M,philosophy,none,3
1145,10533,,PHI252-01,History Modern Philosophy,3,LEC,Adam M. Rosenfeld,08-JAN-2018 to 25-APR-2018,T R,1530-1645,FERG 325,.GHP.GL.GMO,6,50,44,M,philosophy,none,3
1146,10534,30,PHI252-02,History Modern Philosophy,3,WEB,Adam M. Rosenfeld,08-JAN-2018 to 25-APR-2018,,,,.GHP.GL.GMO,0,33,33,M,philosophy,none,3
1147,12442,"26,30,141",PHI252-02D,History Modern Philosophy,3,WEB,Adam M. Rosenfeld,08-JAN-2018 to 25-APR-2018,,,,.GHP.GL.GMO,-15,0,15,D,philosophy,none,3
1148,13439,30,PHI301-01,Phil of Art and Aesthetics,3,WEB,Janine C. Jones,08-JAN-2018 to 25-APR-2018,,,,.WI,0,24,24,M,philosophy,none,1
1149,17246,"29,30,141",PHI301-01D,Tpcs:Phil of Art and Aesthetic,3,WEB,Janine C. Jones,08-JAN-2018 to 25-APR-2018,,,,.WI,-2,0,2,D,philosophy,none,1
1152,16804,,PHI321-01,Ethical Theory,3,LEC,Michael Zimmerman,08-JAN-2018 to 25-APR-2018,T R,0930-1045,NMOR 328,.WI,13,30,17,M,philosophy,none,1
1153,14067,,PHI331-01,Soc and Political Philosophy,3,LEC,Michael B. Matteson,08-JAN-2018 to 25-APR-2018,T,1530-1800,SOEB 224,.GPR,8,26,18,M,philosophy,none,1
1154,14447,"29,30,141",PHI331-01D,Soc and Political Philosophy,3,WEB,Michael B. Matteson,08-JAN-2018 to 25-APR-2018,,,,.GPR,-13,0,13,D,philosophy,none,1
1155,14065,30,PHI359-01,Philosophy of Religion,3,WEB,Gary Rosenkrantz,08-JAN-2018 to 25-APR-2018,,,,.GPR,2,36,34,M,philosophy,none,1
1156,14468,"29,30,141",PHI359-01D,Philosophy of Religion,3,WEB,Gary Rosenkrantz,08-JAN-2018 to 25-APR-2018,,,,.GPR,-4,0,4,D,philosophy,none,1
1157,16963,"29,30",PHI361-01D,Ethical Issues in Business,3,WEB,Wade M. Maki,08-JAN-2018 to 25-APR-2018,,,,.GN.GPR.SUS,-2,30,32,D,philosophy,none,2
1158,16964,"29,30,141",PHI361-02D,Ethical Issues in Business,3,WEB,Wade M. Maki,08-JAN-2018 to 25-APR-2018,,,,.GN.GPR.SUS,-2,30,32,D,philosophy,none,2
1159,12585,30,PHI361-03,Ethical Issues in Business,3,WEB,Michael B. Matteson,08-JAN-2018 to 25-APR-2018,,,,.GN.GPR.SUS,1,59,58,M,philosophy,none,2
1160,10525,30,PHI361-04,Ethical Issues in Business,3,WEB,Michael B. Matteson,08-JAN-2018 to 25-APR-2018,,,,.GN.GPR.SUS,0,59,59,M,philosophy,none,2
1161,10526,30,PHI361-05,Ethical Issues in Business,3,WEB,Michael B. Matteson,08-JAN-2018 to 25-APR-2018,,,,.GN.GPR.SUS,0,57,57,M,philosophy,none,2
1162,14374,"29,30,141",PHI361-05D,Ethical Issues in Business,3,WEB,Michael B. Matteson,08-JAN-2018 to 25-APR-2018,,,,.GN.GPR.SUS,-5,0,5,D,philosophy,none,2
1163,13612,,PHI361-06,Ethical Issues in Business,3,LEC,Michael B. Matteson,08-JAN-2018 to 25-APR-2018,T R,1400-1515,SOEB 222,.GN.GPR.SUS,0,60,60,M,philosophy,none,2
1164,16374,30,PHI361-07,Ethical Issues in Business,3,WEB,Christopher M. Metivier,08-JAN-2018 to 25-APR-2018,,,,.GN.GPR.SUS,-1,59,60,M,philosophy,none,2
1165,17316,"29,30,141",PHI361-07D,Ethical Issues in Business,3,WEB,Christopher M. Metivier,08-JAN-2018 to 25-APR-2018,,,,.GN.GPR.SUS,-1,0,1,D,philosophy,none,2
1166,14066,30,PHI361-08,Ethical Issues in Business,3,WEB,Joseph W. Cole,08-JAN-2018 to 25-APR-2018,,,,.GN.GPR.IGS.SUS,1,56,55,M,philosophy,none,2
1167,15804,"29,30,141",PHI361-08D,Ethical Issues in Business,3,WEB,Joseph W. Cole,08-JAN-2018 to 25-APR-2018,,,,.GN.GPR.IGS.SUS,-5,0,5,D,philosophy,none,2
1168,16376,30,PHI361-09,Ethical Issues in Business,3,WEB,Joseph W. Cole,08-JAN-2018 to 25-APR-2018,,,,.GN.GPR.SUS,0,57,57,M,philosophy,none,2
1169,17327,"29,30,141",PHI361-09D,Ethical Issues in Business,3,WEB,Joseph W. Cole,08-JAN-2018 to 25-APR-2018,,,,.GN.GPR.SUS,-3,0,3,D,philosophy,none,2
1170,12747,"29,30,105",PHI361-81D,Ethical Issues in Business,3,WEB,Wade M. Maki,09-DEC-2017 to 18-JAN-2018,,,,.GN.GPR.SUS,0,60,60,D,philosophy,none,2
1171,16966,"29,30,105",PHI361-82D,Ethical Issues in Business,3,WEB,Michael B. Matteson,09-DEC-2017 to 18-JAN-2018,,,,.GN.GPR.SUS,3,60,57,D,philosophy,none,2
1174,10539,"3,10",PHI494-01,Senior Capstone: Phil of Mind,3,LEC,Frances Bottenberg,08-JAN-2018 to 25-APR-2018,M W,1530-1645,CURY 247,.SI.WI,10,19,9,M,philosophy,none,2
1175,14448,"3,10,29,30,141",PHI494-01D,Senior Capstone Course,3,WEB,Frances Bottenberg,08-JAN-2018 to 25-APR-2018,,,,.SI.WI,-6,0,6,D,philosophy,none,2
